sentiment,retweet
0.543076305,13
-0.180657609,15
0.218005809,3
0.672960359,6
0.129581194,6
-0.383198989,13
-0.23246102,273
0.10640835,7
-0.446370365,5
-0.088779735,27
1.172946255,21
0.88368851,6
0.631910872,4
0.767686555,4
0.30868698,15
-0.697101237,10
0.689199582,2
0.138714959,6
-1.00440219,0
0.012163987,22
0.030143703,3
0.821370782,3
1.022817034,13
0.172281734,26
0.173546221,12
0.049177825,2
1.492223667,3
0.866561562,7
1.4028222,7
0.836958475,8
0.617574817,25
0.880548382,3
0.873352164,5
0.529445213,9
-1.095682973,11
-1.344536724,0
-1.074601367,7
0.889307784,11
0.227947901,9
1.756337094,3
0.636912836,3
-0.194324529,8
-1.007196357,4
0.280396581,38
-0.673785577,14
0.028629172,0
-0.350498371,7
-0.409691563,7
0.187615979,14
-0.169144176,3
0.048201252,10
0.259941205,4
0.340441427,4
-0.873758477,8
-1.003918132,23
-0.700328497,7
-0.444476189,7
0.274351107,11
-0.854831436,2
-0.758948149,21
-1.086188688,9
-1.712113242,33
-0.401582096,14
0.26327544,4
-0.952597829,12
-0.809790698,7
-2.036498314,8
-1.234321268,3
0.072780782,3
-1.225540184,3
-0.060656492,8
-0.135976409,5
0.112428329,6
-0.475870459,20
-0.18825536,3
0.460949916,25
0.170647594,8
0.823052748,13
-0.083843974,26
-0.992283544,4
-0.282629588,32
0.389943022,15
1.211937909,7
0.37855717,2
0.31812195,4
0.196209245,12
-0.089731114,0
0.230933045,6
-0.116059006,5
0.63985391,10
-0.410673215,7
0.444458608,25
0.399137655,8
1.436929437,10
-0.008328392,9
0.203241271,6
0.865616868,11
0.198888465,1
-0.554875223,6
-0.340052563,14
-0.980638064,6
-1.141735774,7
-0.655965623,16
-0.492588058,6
0.195004322,21
-0.287704923,13
-0.065209121,2
-0.787163555,2
0.970912966,13
-0.135281905,10
0.04680207,7
-0.258091519,16
0.370818911,4
-0.277619189,10
-0.159949853,190
0.229641018,8
0.140493107,8
0.177311358,13
-1.137689877,2
-0.277380989,24
-0.909308932,5
-1.089561652,17
0.74409299,8
-0.091486315,5
0.228946916,15
-0.738161223,35
-1.374167226,1
-0.45075953,4
-1.051368603,16
-1.106568415,9
-1.02089496,12
-0.69698218,29
-0.846837869,4
0.258681497,18
-1.108350919,17
0.093425233,11
0.913332992,32
-0.021021445,6
-0.715535755,19
-0.329041445,4
-0.728019278,4
-0.904237978,13
-0.17850301,4
-0.063960367,19
-0.045187703,5
0.515868882,6
0.726103927,17
-0.80014047,6
0.203535992,15
-0.443645422,23
0.146262165,15
0.206503342,570
-0.259643024,16
-0.841120611,15
-0.634354414,8
0.2159095,5
-0.231155211,7
-0.049024142,35
-0.158421375,20
-0.725120481,19
-0.578501765,13
1.068488938,40
0.283325399,11
-0.30594771,15
-0.360746244,9
-0.119732133,12
0.405443279,12
-0.208226257,8
-1.317532175,15
0.517615083,16
0.035693209,20
-0.744144364,30
-0.224090237,11
0.112818518,16
-0.097405778,7
-1.000670854,13
-0.713749599,12
-0.513862601,18
-0.715537525,14
-0.477883279,28
-0.317888418,16
-0.841281,17
0.10617843,24
0.287243991,28
-0.208862506,15
-0.987320604,11
-0.091854106,23
-0.528813948,16
0.664245599,16
-0.766969971,6
0.177306729,5
-0.31430877,26
-0.346952494,17
-0.726258765,12
-0.120892009,5
-0.189499839,7
-0.567436856,12
-1.331725762,7
0.727671488,62
-0.157454675,8
-0.585487672,16
0.151252555,27
0.043271889,6
0.83747323,11
-0.688249859,11
-0.26106279,10
-0.679580991,17
-1.467907005,10
-0.10606813,54
0.065032558,22
0.361497398,13
-0.314226375,5
-0.626699734,26
-0.978880141,13
-1.245080864,25
0.078509986,13
-0.012790285,10
0.929122512,9
0.356321364,2
0.823084072,21
0.595212854,10
-0.148886628,13
-0.048657946,7
-0.443478211,10
0.492517885,14
0.584403032,15
1.010924055,15
0.87907123,1
1.508836285,8
0.937610982,11
0.083826756,32
0.527719198,5
0.483444023,9
0.912953417,7
1.056411895,10
0.196090692,25
-0.647925985,3
1.344382321,11
-0.219888154,1
1.090798438,1
0.211403238,144
0.280580652,83
0.893822385,42
0.100906866,18
-0.774629357,3
-0.222347937,36
0.308476264,3
-0.838631655,5
-0.119151993,18
1.315013017,39
-1.084364818,66
-0.081641624,16
-0.001704217,3
-0.050647972,4
-0.54173738,34
0.008879707,11
0.400595825,12
0.422367916,6
0.197144036,5
0.168768693,10
0.217177917,31
-0.119058219,8
0.670207442,1
0.294421894,2
-0.562168618,12
0.082381431,7
1.521087077,4
0.318664165,6
0.295158625,3
0.300803028,3
-0.028534499,18
0.143311159,3
-0.679908016,6
0.5550557,1
1.460374242,5
0.193760612,29
-0.865733314,4
0.963621898,5
0.766322131,0
0.952701146,6
-0.006495291,48
0.120507663,3
0.581607878,7
-0.095590541,28
-0.956515571,3
-0.329287752,47
-0.117844139,9
0.727530948,9
-0.639865978,14
-0.349856974,28
-0.343194869,6
0.39245592,9
-0.923669122,8
0.486066443,6
0.228488515,20
0.168216612,11
1.279612475,4
1.133351375,14
0.781512341,8
2.744347459,0
-0.619067946,6
-0.244404154,11
-0.522454474,31
0.17252946,9
-0.38516445,18
-0.281853659,14
0.003832615,19
0.121070801,22
-0.43896153,39
-0.146765192,40
-0.750175548,180
0.095374386,22
-1.266957028,28
0.094881888,14
-0.933768283,16
-0.415130141,32
-0.745807406,62
-0.997963422,21
-0.437966752,10
-1.200988217,20
-1.238958346,9
0.179425008,51
0.114356378,14
0.12965037,5
1.128536716,18
1.072414142,12
0.731802254,30
0.826935084,25
0.623430687,14
0.289466844,114
1.111920905,23
0.214368085,24
0.373394034,13
0.238342411,5
1.288087535,13
-0.353970156,10
-0.375509579,37
-0.203252992,13
-0.183578786,5
1.208626112,13
0.458860003,50
0.045951311,16
-0.115988738,18
-1.045854839,5
-0.494511985,8
-1.024030828,29
-1.383276613,17
-0.857013518,36
-0.745528204,18
0.046567692,24
0.185056234,14
-1.257258496,21
-0.323236199,34
-0.173945179,19
-0.661041419,10
-0.403525748,15
-0.548384645,23
0.588986115,19
0.41256593,6
0.496873372,35
-0.519050857,77
-0.170815807,12
1.111492294,56
0.976650089,17
-0.334405801,9
0.708426918,28
0.135888759,11
-0.720275914,15
0.881154569,19
-0.277646355,8
0.464390616,55
0.415015059,44
-0.504666174,9
0.458768444,27
0.38326084,17
-1.970149445,9
1.109485162,3
0.129715717,23
-0.087135397,18
-0.481152975,36
0.19248335,22
-0.670852605,7
0.794938218,10
-0.857820842,30
0.748670895,27
-0.068652795,16
-0.466625411,14
-0.023672909,7
-0.519366129,16
0.080266367,184
-1.060639527,26
0.659366856,26
0.991842322,13
0.300960719,11
0.920516939,255
1.275419905,5
0.831544154,6
0.396236934,33
0.288051398,10
-0.062372329,59
-0.745600259,198
-0.713427886,111
0.299056426,44
0.268759329,20
0.758781517,49
0.780920256,8
1.47853696,162
1.078329358,50
0.491918033,5
0.168798912,38
-0.143864783,15
-0.16436174,25
-1.435986618,26
-0.776986728,70
-0.567976032,213
0.506715168,44
0.564129614,56
1.20804647,60
-0.442862646,24
0.007822525,31
-0.323552279,13
0.438940116,12
0.37615668,18
-0.778781963,72
-0.862634388,9
-0.552633233,31
-0.42203068,57
-0.418688801,15
-0.568795381,28
-0.133857239,53
-0.086368655,40
-1.541508853,14
0.36406165,16
-0.828608165,20
0.200528533,23
0.05709866,43
0.28418297,50
0.484062797,26
0.726259233,14
0.294911327,7
-0.36413854,72
-0.67240842,20
-0.139958392,15
-0.107170507,22
-0.152581926,91
-0.045775761,30
0.566533649,21
-0.826932879,31
0.208767496,12
-0.597860793,13
0.779716336,103
-0.506543778,17
0.26865668,12
0.348629964,10
0.388473339,10
0.638790148,21
-0.03973452,24
-1.564259601,29
0.057816712,34
0.783145486,32
0.523754376,16
-0.027336753,32
-0.170693266,14
-0.425144984,11
-0.445634455,13
-0.319405795,3
-0.358116649,12
-0.007811824,30
0.192266147,25
1.584581114,10
-1.157680405,6
-0.142552906,68
-1.025262224,17
0.001493312,1
0.536320345,6
0.902395628,21
1.260388553,5
0.222623195,19
1.079316984,5
-0.274888331,4
0.739335581,8
0.684010508,9
-0.130501608,8
0.47858292,86
1.279457673,44
-0.66492665,37
0.870401796,34
1.128392695,25
1.079917594,9
1.397378251,12
0.397976562,8
0.086459291,13
-1.396811581,19
0.049677634,7
1.157036267,6
1.040942821,4
0.205375965,6
1.460271318,6
0.172722791,8
0.857020147,3
0.098933963,22
-0.363799593,42
1.096457413,8
0.316589116,66
0.597624565,45
0.542547775,12
-0.109154912,24
0.463514471,44
1.624402138,18
2.022021555,5
1.069753555,8
0.251547602,52
0.625680444,21
1.332777582,48
0.671242903,8
0.137760947,1
0.387622102,39
-0.71255812,17
-0.960045189,83
-0.498712655,9
1.060063351,4
-0.289754339,33
-0.15631692,6
0.057355341,17
0.086487912,31
0.892458727,8
0.192357013,18
1.877711001,3
2.026169481,9
-0.01930724,16
0.588973018,10
0.362058161,32
0.727466534,3
0.240524919,8
-1.379945532,8
0.236539504,15
-0.422316189,45
1.181573806,48
0.051036702,6
1.187840248,12
0.371179205,34
-0.005867258,15
1.208302204,12
0.69853507,16
1.245178187,2
1.186636054,36
1.425262861,1
0.265231684,60
0.357890855,23
0.620684517,9
0.896223574,26
0.785345112,6
0.106583906,23
-0.006204915,24
1.241836881,5
0.468494507,20
0.21841517,11
-0.198079376,30
-0.023999563,17
-0.675471536,13
-0.908963335,40
-0.571953232,36
-0.237206584,48
-0.957935042,22
-0.452766849,26
0.810050926,32
0.535996086,12
0.188337244,20
-0.46105158,49
1.272657648,3
1.231160303,14
0.047867173,13
0.008063904,24
0.588730872,50
-0.420915622,24
0.268036579,17
1.308275774,15
-0.754145676,77
-1.977810932,16
0.433105353,25
1.303296513,17
0.129901998,12
1.444405505,108
1.344432999,15
0.396588954,10
1.383831716,6
-0.021307591,10
0.28277172,28
1.525381343,12
0.89887999,11
0.83221774,8
-0.535527859,27
0.184637478,59
-0.117540293,2
0.149798148,18
-0.754331681,5
0.775854235,28
0.430355673,44
0.358063092,31
0.324353591,53
-0.456395469,33
0.945643538,136
1.329710514,9
1.555834447,18
-1.244233987,14
1.466166141,16
-0.443607726,54
1.592920001,18
1.584647622,45
0.166808726,18
-0.21056625,37
1.401981338,28
-0.088868433,21
1.43134124,11
0.659571039,8
0.165709188,20
-0.251999987,9
0.229311278,27
1.585042928,6
0.378956505,9
0.593844976,24
0.909905146,14
1.194381183,22
0.361237393,19
0.28232438,185
0.782806028,65
1.036713731,36
0.795672883,29
1.05386436,27
0.634315513,37
0.410211101,69
-0.144652907,6
0.903233109,5
-0.32364509,8
1.679365574,64
-0.031153942,27
-1.163687748,5
0.529584055,7
0.746358328,12
-0.170344226,33
0.483617497,13
0.627544415,17
-0.880474717,2
-0.609252646,8
0.145332981,19
-0.004979892,53
0.225181451,13
-0.697237466,7
-0.636309509,27
1.12027215,117
0.71061606,27
0.944457106,11
0.359768843,18
0.424996862,9
0.428847734,7
-0.03512749,42
0.262165477,20
-0.12697527,27
0.960141252,10
0.845405028,20
0.623134521,39
0.49854455,13
1.131301487,16
1.001012295,14
-1.070057988,3
-0.050936552,38
0.009495585,49
-0.074975,13
-0.051434206,38
0.500790273,14
-0.470711291,7
0.399144239,9
0.054601484,20
-0.71545471,21
0.41245711,69
-0.795473216,10
0.733835417,22
-0.485919783,10
0.335273951,9
0.280394752,70
-0.04910406,20
0.165054819,16
0.118134713,36
-0.099521482,30
-0.249398304,25
0.129099011,9
0.242070952,19
0.17077738,17
0.754646946,29
-0.038486325,28
-0.25030326,6
2.255540586,18
-0.098713423,18
-0.264141014,18
-0.572507347,9
1.069741684,12
0.662601666,19
-0.2882185,27
-0.802608616,69
-0.340194723,13
-0.286644856,29
0.258166721,7
-0.649648688,6
-0.483576084,12
0.391996976,11
-0.513595206,37
0.07425422,15
-0.456937935,30
-0.76497168,30
-1.009796294,12
-0.200906388,12
-0.469470187,11
0.198513034,26
-0.277356484,36
-0.115054209,22
-0.134766453,39
-0.012164696,35
-0.315218472,7
0.074808893,62
-0.805891204,72
-1.247197814,3
0.015958122,12
-0.26100626,17
-0.635626336,30
1.488389341,7
1.081840175,9
-0.00066256,18
1.534863053,13
-0.459329092,54
-0.476426973,109
-0.400208756,24
1.148650848,47
0.784722536,18
0.105937183,38
-0.399672221,4
0.024111157,34
-0.013710123,6
1.004908436,25
0.386593862,27
0.314912396,27
0.63542102,3
-0.507770097,14
0.315088093,17
-0.480848325,13
-0.096468225,18
0.361651817,20
-0.797773723,30
0.993742665,67
0.586919741,16
0.348360017,7
1.597125997,3
0.466730368,12
0.674422414,57
-0.445102582,9
1.063295786,13
-0.78414132,42
0.278743821,39
0.616994205,23
0.761753289,34
0.255074237,34
0.277157879,13
-0.371250297,43
-0.109506677,34
-0.217748129,28
-0.275204176,7
1.245289653,6
0.163728318,18
0.594717731,25
-0.794500147,4
-0.170109061,13
1.379251459,8
0.271657242,18
0.087540097,14
0.243559302,64
0.383301056,20
-0.014189571,27
-0.338773533,81
0.507053421,35
-0.513721953,26
-1.116271672,5
1.581536598,5
1.468300052,17
0.565859706,37
1.810040657,2
-0.46678611,11
-0.026375017,30
0.913211053,143
-0.247203888,101
0.48484219,16
0.854427725,5
0.522542481,30
0.252559092,125
0.381337786,64
-0.431386889,37
0.374230625,118
1.080725281,15
-0.004080907,32
0.299576333,24
-0.21031583,12
-0.387930904,27
-0.25705421,41
-0.580383172,64
-0.055656341,30
-0.674511813,14
0.345818971,0
-0.672575354,12
-1.004348122,26
-0.120065191,23
-0.758160375,9
0.099515766,25
-0.42621338,35
0.317884284,50
-1.823474066,19
-0.109794958,2
0.680146323,23
-1.079002894,76
-0.619297507,48
0.065068478,21
-0.141859533,5
0.000279673,17
-0.054924115,24
-1.478470872,61
-0.473002838,15
0.412254127,27
1.144016058,209
1.311315048,3
0.852124403,28
0.82296716,30
0.25430505,126
0.615719414,38
0.940038138,18
0.772727244,209
0.146059586,13
0.686596373,71
1.228905962,11
2.097574545,10
0.984407836,67
1.461660206,105
0.742612742,552
1.321646909,11
0.707506895,13
0.288369242,23
0.242949772,27
0.128616118,36
-0.439633968,122
-0.456022557,38
0.917891567,8
1.259649623,21
0.617129562,23
0.182556818,12
0.66537805,81
0.254347737,20
0.410364852,24
1.873501222,6
0.88693244,18
-0.760271724,29
-0.645342635,17
0.603805836,28
0.90035903,13
1.199592328,23
-0.336028421,25
0.297367988,47
-0.980524542,17
1.181808843,15
1.958672137,24
0.784173217,48
0.366037106,440
0.640965243,25
0.407879407,10
0.664374615,26
0.516106154,5
-0.486528356,440
0.110834523,75
0.512917175,41
0.653388069,307
1.098161039,97
0.08019261,109
-0.005384169,14
-0.164529162,8
-0.114955111,20
-0.167570023,46
-0.425778714,33
-0.966145031,1606
-0.163994863,13310
0.289106541,179
-0.378229796,112
0.409258984,102
0.724975856,172
0.497769207,78
1.175035203,23
0.579535871,137
0.597692843,187
0.271489685,239
-0.259385618,56
-0.07447699,69
0.715067846,403
0.646497278,277
-0.089910637,108
-0.525534628,39
-0.168032909,214
-0.483814173,72
0.264569038,129
0.004620106,46
0.554374862,29
0.328589022,110
0.694612808,31
0.753338568,58
0.472030458,40
0.821292195,42
0.418227134,74
0.437703807,27
-0.133267385,235
1.102111354,25
0.119877447,79
-0.48434611,36